FID,Join_Count,TARGET_FID,JOIN_FID,GISJOIN,FIPSSTCO,TRACT2000,BLOCK2000,STFID,GISJOIN2,PLACEA,blockgen,PLACEA_1
107,1,2730,31,G01000300105003008,01003,010500,3008,010030105003008,01000300105003008,0.000000000000000, ,4660.000000000000000
108,1,2731,31,G01000300105003009,01003,010500,3009,010030105003009,01000300105003009,0.000000000000000, ,4660.000000000000000
109,1,2733,31,G01000300105003011,01003,010500,3011,010030105003011,01000300105003011,0.000000000000000, ,4660.000000000000000
110,1,2772,31,G01000300105003050,01003,010500,3050,010030105003050,01000300105003050,0.000000000000000, ,4660.000000000000000
111,1,2773,31,G01000300105003051,01003,010500,3051,010030105003051,01000300105003051,0.000000000000000, ,4660.000000000000000
112,1,2777,31,G01000300105004000,01003,010500,4000,010030105004000,01000300105004000,0.000000000000000, ,4660.000000000000000
113,1,2851,31,G01000300106001014,01003,010600,1014,010030106001014,01000300106001014,0.000000000000000, ,4660.000000000000000
114,1,2890,31,G01000300106003000,01003,010600,3000,010030106003000,01000300106003000,0.000000000000000, ,4660.000000000000000
115,1,2897,31,G01000300106003007,01003,010600,3007,010030106003007,01000300106003007,0.000000000000000, ,4660.000000000000000
116,1,2898,31,G01000300106003008,01003,010600,3008,010030106003008,01000300106003008,0.000000000000000, ,4660.000000000000000
117,1,2899,31,G01000300106003009,01003,010600,3009,010030106003009,01000300106003009,0.000000000000000, ,4660.000000000000000
118,1,2900,31,G01000300106003010,01003,010600,3010,010030106003010,01000300106003010,0.000000000000000, ,4660.000000000000000
119,1,2904,31,G01000300106003014,01003,010600,3014,010030106003014,01000300106003014,0.000000000000000, ,4660.000000000000000
120,1,2908,31,G01000300106003018,01003,010600,3018,010030106003018,01000300106003018,0.000000000000000, ,4660.000000000000000
121,1,2926,31,G01000300106003036,01003,010600,3036,010030106003036,01000300106003036,0.000000000000000, ,4660.000000000000000
122,1,2932,427,G01000300107011005,01003,010701,1005,010030107011005,01000300107011005,0.000000000000000, ,71976.000000000000000
123,1,2936,427,G01000300107011009,01003,010701,1009,010030107011009,01000300107011009,0.000000000000000, ,71976.000000000000000
124,1,2937,427,G01000300107011010,01003,010701,1010,010030107011010,01000300107011010,0.000000000000000, ,71976.000000000000000
125,1,2942,427,G01000300107011015,01003,010701,1015,010030107011015,01000300107011015,0.000000000000000, ,71976.000000000000000
126,1,2952,427,G01000300107011025,01003,010701,1025,010030107011025,01000300107011025,0.000000000000000, ,71976.000000000000000
127,1,2956,109,G01000300107011029,01003,010701,1029,010030107011029,01000300107011029,0.000000000000000, ,19648.000000000000000
128,1,2956,427,G01000300107011029,01003,010701,1029,010030107011029,01000300107011029,0.000000000000000, ,71976.000000000000000
129,1,2957,109,G01000300107011030,01003,010701,1030,010030107011030,01000300107011030,0.000000000000000, ,19648.000000000000000
130,1,2970,427,G01000300107011043,01003,010701,1043,010030107011043,01000300107011043,0.000000000000000, ,71976.000000000000000
131,1,2971,427,G01000300107011044,01003,010701,1044,010030107011044,01000300107011044,0.000000000000000, ,71976.000000000000000
132,1,2975,427,G01000300107011048,01003,010701,1048,010030107011048,01000300107011048,0.000000000000000, ,71976.000000000000000
133,1,2988,427,G01000300107011061,01003,010701,1061,010030107011061,01000300107011061,0.000000000000000, ,71976.000000000000000
134,1,2989,427,G01000300107011062,01003,010701,1062,010030107011062,01000300107011062,0.000000000000000, ,71976.000000000000000
135,1,2991,427,G01000300107011064,01003,010701,1064,010030107011064,01000300107011064,0.000000000000000, ,71976.000000000000000
136,1,2993,427,G01000300107011066,01003,010701,1066,010030107011066,01000300107011066,0.000000000000000, ,71976.000000000000000
137,1,2994,427,G01000300107011067,01003,010701,1067,010030107011067,01000300107011067,0.000000000000000, ,71976.000000000000000
