"","Join_Count","TARGET_FID","JOIN_FID","GISJOIN","FIPSSTCO","TRACT2000","BLOCK2000","STFID","GISJOIN2","PLACEA","blockgen","PLACEA_1"
"2447","1","30743","340","G05003300204023037","05033","020402","3037","050330204023037","05003300204023037",NA,NA,"48200"
"2448","1","30744","340","G05003300204023038","05033","020402","3038","050330204023038","05003300204023038",NA,NA,"48200"
"2449","1","30750","132","G05003300204023044","05033","020402","3044","050330204023044","05003300204023044",NA,NA,"20200"
"2450","1","30750","340","G05003300204023044","05033","020402","3044","050330204023044","05003300204023044",NA,NA,"48200"
"2451","1","30751","132","G05003300204023045","05033","020402","3045","050330204023045","05003300204023045",NA,NA,"20200"
"2452","1","30751","340","G05003300204023045","05033","020402","3045","050330204023045","05003300204023045",NA,NA,"48200"
"2453","1","30756","132","G05003300204023050","05033","020402","3050","050330204023050","05003300204023050",NA,NA,"20200"
"2454","1","30758","340","G05003300204023052","05033","020402","3052","050330204023052","05003300204023052",NA,NA,"48200"
"2455","1","30759","340","G05003300204023053","05033","020402","3053","050330204023053","05003300204023053",NA,NA,"48200"
"2456","1","30761","340","G05003300204023055","05033","020402","3055","050330204023055","05003300204023055",NA,NA,"48200"
"2457","1","30762","340","G05003300204023056","05033","020402","3056","050330204023056","05003300204023056",NA,NA,"48200"
"2458","1","30763","340","G05003300204023057","05033","020402","3057","050330204023057","05003300204023057",NA,NA,"48200"
"2459","1","30766","340","G05003300204023060","05033","020402","3060","050330204023060","05003300204023060",NA,NA,"48200"
"2460","1","30767","340","G05003300204023061","05033","020402","3061","050330204023061","05003300204023061",NA,NA,"48200"
"2461","1","30773","132","G05003300204023067","05033","020402","3067","050330204023067","05003300204023067",NA,NA,"20200"
"2462","1","30774","132","G05003300204023068","05033","020402","3068","050330204023068","05003300204023068",NA,NA,"20200"
"2463","1","30776","132","G05003300204023070","05033","020402","3070","050330204023070","05003300204023070",NA,NA,"20200"
"2464","1","30798","340","G05003300204023092","05033","020402","3092","050330204023092","05003300204023092",NA,NA,"48200"
"2465","1","30813","340","G05003300204023991","05033","020402","3991","050330204023991","05003300204023991",NA,NA,"48200"
"2466","1","30814","340","G05003300204023992","05033","020402","3992","050330204023992","05003300204023992",NA,NA,"48200"
"2467","1","30822","476","G05003300205001000","05033","020500","1000","050330205001000","05003300205001000",NA,NA,"71480"
"2468","1","30826","476","G05003300205001004","05033","020500","1004","050330205001004","05003300205001004",NA,NA,"71480"
"2469","1","30828","476","G05003300205001006","05033","020500","1006","050330205001006","05003300205001006",NA,NA,"71480"
"2470","1","30829","476","G05003300205001007","05033","020500","1007","050330205001007","05003300205001007",NA,NA,"71480"
"2471","1","30835","476","G05003300205001013","05033","020500","1013","050330205001013","05003300205001013",NA,NA,"71480"
"2472","1","30836","476","G05003300205001014","05033","020500","1014","050330205001014","05003300205001014",NA,NA,"71480"
"2473","1","30844","476","G05003300205001022","05033","020500","1022","050330205001022","05003300205001022",NA,NA,"71480"
"2474","1","30845","476","G05003300205001023","05033","020500","1023","050330205001023","05003300205001023",NA,NA,"71480"
"2475","1","30850","476","G05003300205001028","05033","020500","1028","050330205001028","05003300205001028",NA,NA,"71480"
"2476","1","31056","476","G05003300205005000","05033","020500","5000","050330205005000","05003300205005000",NA,NA,"71480"
"2477","1","31071","476","G05003300205005015","05033","020500","5015","050330205005015","05003300205005015",NA,NA,"71480"
"2478","1","31072","476","G05003300205005016","05033","020500","5016","050330205005016","05003300205005016",NA,NA,"71480"
"2479","1","31073","476","G05003300205005017","05033","020500","5017","050330205005017","05003300205005017",NA,NA,"71480"
"2480","1","31079","476","G05003300205005023","05033","020500","5023","050330205005023","05003300205005023",NA,NA,"71480"
"2481","1","31080","476","G05003300205005024","05033","020500","5024","050330205005024","05003300205005024",NA,NA,"71480"
"2482","1","31081","476","G05003300205005025","05033","020500","5025","050330205005025","05003300205005025",NA,NA,"71480"
"2483","1","31082","476","G05003300205005026","05033","020500","5026","050330205005026","05003300205005026",NA,NA,"71480"
"2484","1","31083","476","G05003300205005027","05033","020500","5027","050330205005027","05003300205005027",NA,NA,"71480"
"2485","1","31091","476","G05003300205005035","05033","020500","5035","050330205005035","05003300205005035",NA,NA,"71480"
"2486","1","31094","476","G05003300205005038","05033","020500","5038","050330205005038","05003300205005038",NA,NA,"71480"
"2487","1","31105","24","G05003300205005998","05033","020500","5998","050330205005998","05003300205005998",NA,NA,"03640"
"2488","1","31105","163","G05003300205005998","05033","020500","5998","050330205005998","05003300205005998",NA,NA,"24550"
"2489","1","31105","476","G05003300205005998","05033","020500","5998","050330205005998","05003300205005998",NA,NA,"71480"
"2490","1","31126","4","G05003300206002000","05033","020600","2000","050330206002000","05003300206002000",NA,NA,"00970"
"2491","1","31127","4","G05003300206002001","05033","020600","2001","050330206002001","05003300206002001",NA,NA,"00970"
"2492","1","31131","418","G05003300206002005","05033","020600","2005","050330206002005","05003300206002005",NA,NA,"61460"
"2493","1","31132","418","G05003300206002006","05033","020600","2006","050330206002006","05003300206002006",NA,NA,"61460"
"2494","1","31134","418","G05003300206002008","05033","020600","2008","050330206002008","05003300206002008",NA,NA,"61460"
"2495","1","31141","418","G05003300206002015","05033","020600","2015","050330206002015","05003300206002015",NA,NA,"61460"
"2496","1","31151","418","G05003300206002025","05033","020600","2025","050330206002025","05003300206002025",NA,NA,"61460"
"2497","1","31152","418","G05003300206002026","05033","020600","2026","050330206002026","05003300206002026",NA,NA,"61460"
"2498","1","31155","4","G05003300206002029","05033","020600","2029","050330206002029","05003300206002029",NA,NA,"00970"
"2499","1","31158","4","G05003300206002032","05033","020600","2032","050330206002032","05003300206002032",NA,NA,"00970"
"2500","1","31161","4","G05003300206002035","05033","020600","2035","050330206002035","05003300206002035",NA,NA,"00970"
"2501","1","31165","4","G05003300206002039","05033","020600","2039","050330206002039","05003300206002039",NA,NA,"00970"
"2502","1","31167","4","G05003300206002041","05033","020600","2041","050330206002041","05003300206002041",NA,NA,"00970"
"2503","1","31173","4","G05003300206002047","05033","020600","2047","050330206002047","05003300206002047",NA,NA,"00970"
"2504","1","31180","4","G05003300206003000","05033","020600","3000","050330206003000","05003300206003000",NA,NA,"00970"
"2505","1","31184","4","G05003300206003004","05033","020600","3004","050330206003004","05003300206003004",NA,NA,"00970"
"2506","1","31185","4","G05003300206003005","05033","020600","3005","050330206003005","05003300206003005",NA,NA,"00970"
"2507","1","31187","4","G05003300206003007","05033","020600","3007","050330206003007","05003300206003007",NA,NA,"00970"
"2508","1","31191","4","G05003300206003011","05033","020600","3011","050330206003011","05003300206003011",NA,NA,"00970"
"2509","1","31193","4","G05003300206003013","05033","020600","3013","050330206003013","05003300206003013",NA,NA,"00970"
"2510","1","31194","4","G05003300206003014","05033","020600","3014","050330206003014","05003300206003014",NA,NA,"00970"
"2511","1","31199","4","G05003300206003019","05033","020600","3019","050330206003019","05003300206003019",NA,NA,"00970"
"2512","1","31200","4","G05003300206003020","05033","020600","3020","050330206003020","05003300206003020",NA,NA,"00970"
"2513","1","31201","4","G05003300206003021","05033","020600","3021","050330206003021","05003300206003021",NA,NA,"00970"
"2514","1","31202","4","G05003300206003022","05033","020600","3022","050330206003022","05003300206003022",NA,NA,"00970"
"2515","1","31204","4","G05003300206003024","05033","020600","3024","050330206003024","05003300206003024",NA,NA,"00970"
"2516","1","31205","4","G05003300206003025","05033","020600","3025","050330206003025","05003300206003025",NA,NA,"00970"
"2517","1","31208","4","G05003300206003028","05033","020600","3028","050330206003028","05003300206003028",NA,NA,"00970"
"2518","1","31213","4","G05003300206003033","05033","020600","3033","050330206003033","05003300206003033",NA,NA,"00970"
"2519","1","31214","4","G05003300206003034","05033","020600","3034","050330206003034","05003300206003034",NA,NA,"00970"
"2520","1","31215","4","G05003300206003035","05033","020600","3035","050330206003035","05003300206003035",NA,NA,"00970"
"2521","1","31234","4","G05003300206004000","05033","020600","4000","050330206004000","05003300206004000",NA,NA,"00970"
"2522","1","31235","4","G05003300206004001","05033","020600","4001","050330206004001","05003300206004001",NA,NA,"00970"
"2523","1","31239","4","G05003300206004005","05033","020600","4005","050330206004005","05003300206004005",NA,NA,"00970"
"2524","1","31240","4","G05003300206004006","05033","020600","4006","050330206004006","05003300206004006",NA,NA,"00970"
"2525","1","31241","4","G05003300206004007","05033","020600","4007","050330206004007","05003300206004007",NA,NA,"00970"
"2526","1","31242","4","G05003300206004008","05033","020600","4008","050330206004008","05003300206004008",NA,NA,"00970"
"2527","1","31243","4","G05003300206004009","05033","020600","4009","050330206004009","05003300206004009",NA,NA,"00970"
"2528","1","31244","4","G05003300206004010","05033","020600","4010","050330206004010","05003300206004010",NA,NA,"00970"
"2529","1","31252","4","G05003300206004018","05033","020600","4018","050330206004018","05003300206004018",NA,NA,"00970"
"2530","1","31253","4","G05003300206004019","05033","020600","4019","050330206004019","05003300206004019",NA,NA,"00970"
"2531","1","31257","4","G05003300206004023","05033","020600","4023","050330206004023","05003300206004023",NA,NA,"00970"
"2532","1","31270","4","G05003300206004036","05033","020600","4036","050330206004036","05003300206004036",NA,NA,"00970"
"2533","1","31293","4","G05003300206005002","05033","020600","5002","050330206005002","05003300206005002",NA,NA,"00970"
"2534","1","31296","4","G05003300206005005","05033","020600","5005","050330206005005","05003300206005005",NA,NA,"00970"
"2535","1","31313","4","G05003300206005022","05033","020600","5022","050330206005022","05003300206005022",NA,NA,"00970"
"2536","1","31330","4","G05003300206005039","05033","020600","5039","050330206005039","05003300206005039",NA,NA,"00970"
"2537","1","31331","4","G05003300206005040","05033","020600","5040","050330206005040","05003300206005040",NA,NA,"00970"
"2538","1","31333","4","G05003300206005042","05033","020600","5042","050330206005042","05003300206005042",NA,NA,"00970"
"2539","1","31336","4","G05003300206006001","05033","020600","6001","050330206006001","05003300206006001",NA,NA,"00970"
"2540","1","31337","4","G05003300206006002","05033","020600","6002","050330206006002","05003300206006002",NA,NA,"00970"
"2541","1","31364","4","G05003300206006029","05033","020600","6029","050330206006029","05003300206006029",NA,NA,"00970"
"2542","1","31713","496","G05003500303012014","05035","030301","2014","050350303012014","05003500303012014",NA,NA,"74540"
"2543","1","31714","496","G05003500303012015","05035","030301","2015","050350303012015","05003500303012015",NA,NA,"74540"
"2544","1","31715","496","G05003500303012016","05035","030301","2016","050350303012016","05003500303012016",NA,NA,"74540"
"2545","1","31716","496","G05003500303012017","05035","030301","2017","050350303012017","05003500303012017",NA,NA,"74540"
"2546","1","31717","496","G05003500303012018","05035","030301","2018","050350303012018","05003500303012018",NA,NA,"74540"
"2547","1","31932","496","G05003500306001004","05035","030600","1004","050350306001004","05003500306001004",NA,NA,"74540"
"2548","1","31962","496","G05003500306001034","05035","030600","1034","050350306001034","05003500306001034",NA,NA,"74540"
"2549","1","31963","496","G05003500306001035","05035","030600","1035","050350306001035","05003500306001035",NA,NA,"74540"
"2550","1","31968","496","G05003500306001040","05035","030600","1040","050350306001040","05003500306001040",NA,NA,"74540"
"2551","1","31991","496","G05003500306001997","05035","030600","1997","050350306001997","05003500306001997",NA,NA,"74540"
"2552","1","31995","496","G05003500306002001","05035","030600","2001","050350306002001","05003500306002001",NA,NA,"74540"
"2553","1","31997","496","G05003500306002003","05035","030600","2003","050350306002003","05003500306002003",NA,NA,"74540"
"2554","1","32004","496","G05003500306002010","05035","030600","2010","050350306002010","05003500306002010",NA,NA,"74540"
"2555","1","32005","496","G05003500306002011","05035","030600","2011","050350306002011","05003500306002011",NA,NA,"74540"
"2556","1","32007","496","G05003500306002013","05035","030600","2013","050350306002013","05003500306002013",NA,NA,"74540"
"2557","1","32008","137","G05003500306002014","05035","030600","2014","050350306002014","05003500306002014",NA,NA,"20830"
"2558","1","32008","496","G05003500306002014","05035","030600","2014","050350306002014","05003500306002014",NA,NA,"74540"
"2559","1","32011","496","G05003500306002017","05035","030600","2017","050350306002017","05003500306002017",NA,NA,"74540"
"2560","1","32014","496","G05003500306002020","05035","030600","2020","050350306002020","05003500306002020",NA,NA,"74540"
"2561","1","32017","496","G05003500306002023","05035","030600","2023","050350306002023","05003500306002023",NA,NA,"74540"
"2562","1","32019","496","G05003500306002025","05035","030600","2025","050350306002025","05003500306002025",NA,NA,"74540"
"2563","1","32020","496","G05003500306002026","05035","030600","2026","050350306002026","05003500306002026",NA,NA,"74540"
"2564","1","32021","496","G05003500306002027","05035","030600","2027","050350306002027","05003500306002027",NA,NA,"74540"
"2565","1","32023","496","G05003500306002029","05035","030600","2029","050350306002029","05003500306002029",NA,NA,"74540"
"2566","1","32024","496","G05003500306002030","05035","030600","2030","050350306002030","05003500306002030",NA,NA,"74540"
"2567","1","32025","496","G05003500306002031","05035","030600","2031","050350306002031","05003500306002031",NA,NA,"74540"
"2568","1","32028","137","G05003500306002034","05035","030600","2034","050350306002034","05003500306002034",NA,NA,"20830"
"2569","1","32034","137","G05003500306002040","05035","030600","2040","050350306002040","05003500306002040",NA,NA,"20830"
"2570","1","32034","496","G05003500306002040","05035","030600","2040","050350306002040","05003500306002040",NA,NA,"74540"
"2571","1","32042","137","G05003500306002048","05035","030600","2048","050350306002048","05003500306002048",NA,NA,"20830"
"2572","1","32047","496","G05003500306002053","05035","030600","2053","050350306002053","05003500306002053",NA,NA,"74540"
"2573","1","32048","496","G05003500306002054","05035","030600","2054","050350306002054","05003500306002054",NA,NA,"74540"
"2574","1","32055","496","G05003500306002061","05035","030600","2061","050350306002061","05003500306002061",NA,NA,"74540"
"2575","1","32059","11","G05003500306002065","05035","030600","2065","050350306002065","05003500306002065",NA,NA,"01457"
"2576","1","32101","496","G05003500306002985","05035","030600","2985","050350306002985","05003500306002985",NA,NA,"74540"
"2577","1","32102","496","G05003500306002986","05035","030600","2986","050350306002986","05003500306002986",NA,NA,"74540"
"2578","1","32104","496","G05003500306002988","05035","030600","2988","050350306002988","05003500306002988",NA,NA,"74540"
"2579","1","32105","496","G05003500306002989","05035","030600","2989","050350306002989","05003500306002989",NA,NA,"74540"
"2580","1","32108","496","G05003500306002992","05035","030600","2992","050350306002992","05003500306002992",NA,NA,"74540"
"2581","1","32114","496","G05003500306002998","05035","030600","2998","050350306002998","05003500306002998",NA,NA,"74540"
"2582","1","32117","137","G05003500306003001","05035","030600","3001","050350306003001","05003500306003001",NA,NA,"20830"
"2583","1","32118","137","G05003500306003002","05035","030600","3002","050350306003002","05003500306003002",NA,NA,"20830"
"2584","1","32119","137","G05003500306003003","05035","030600","3003","050350306003003","05003500306003003",NA,NA,"20830"
"2585","1","32180","137","G05003500306003064","05035","030600","3064","050350306003064","05003500306003064",NA,NA,"20830"
"2586","1","32182","137","G05003500306003066","05035","030600","3066","050350306003066","05003500306003066",NA,NA,"20830"
"2587","1","32186","137","G05003500306003070","05035","030600","3070","050350306003070","05003500306003070",NA,NA,"20830"
"2588","1","32187","137","G05003500306003071","05035","030600","3071","050350306003071","05003500306003071",NA,NA,"20830"
"2589","1","32199","137","G05003500306003083","05035","030600","3083","050350306003083","05003500306003083",NA,NA,"20830"
"2590","1","32219","137","G05003500306003103","05035","030600","3103","050350306003103","05003500306003103",NA,NA,"20830"
"2591","1","32222","137","G05003500306004001","05035","030600","4001","050350306004001","05003500306004001",NA,NA,"20830"
"2592","1","32250","11","G05003500306004029","05035","030600","4029","050350306004029","05003500306004029",NA,NA,"01457"
"2593","1","32340","234","G05003500306005007","05035","030600","5007","050350306005007","05003500306005007",NA,NA,"33375"
"2594","1","32342","234","G05003500306005009","05035","030600","5009","050350306005009","05003500306005009",NA,NA,"33375"
"2595","1","32343","234","G05003500306005010","05035","030600","5010","050350306005010","05003500306005010",NA,NA,"33375"
"2596","1","32348","234","G05003500306005015","05035","030600","5015","050350306005015","05003500306005015",NA,NA,"33375"
"2597","1","32354","234","G05003500306005021","05035","030600","5021","050350306005021","05003500306005021",NA,NA,"33375"
"2598","1","32355","234","G05003500306005022","05035","030600","5022","050350306005022","05003500306005022",NA,NA,"33375"
"2599","1","32396","234","G05003500306005995","05035","030600","5995","050350306005995","05003500306005995",NA,NA,"33375"
"2600","1","32405","311","G05003500307001004","05035","030700","1004","050350307001004","05003500307001004",NA,NA,"44180"
"2601","1","32411","311","G05003500307001010","05035","030700","1010","050350307001010","05003500307001010",NA,NA,"44180"
"2602","1","32412","311","G05003500307001011","05035","030700","1011","050350307001011","05003500307001011",NA,NA,"44180"
"2603","1","32484","311","G05003500307001083","05035","030700","1083","050350307001083","05003500307001083",NA,NA,"44180"
"2604","1","32486","311","G05003500307001085","05035","030700","1085","050350307001085","05003500307001085",NA,NA,"44180"
"2605","1","32494","311","G05003500307001093","05035","030700","1093","050350307001093","05003500307001093",NA,NA,"44180"
"2606","1","32494","496","G05003500307001093","05035","030700","1093","050350307001093","05003500307001093",NA,NA,"74540"
"2607","1","32495","311","G05003500307001094","05035","030700","1094","050350307001094","05003500307001094",NA,NA,"44180"
"2608","1","32497","496","G05003500307001096","05035","030700","1096","050350307001096","05003500307001096",NA,NA,"74540"
"2609","1","32499","311","G05003500307001098","05035","030700","1098","050350307001098","05003500307001098",NA,NA,"44180"
"2610","1","32499","496","G05003500307001098","05035","030700","1098","050350307001098","05003500307001098",NA,NA,"74540"
"2611","1","32505","311","G05003500307001104","05035","030700","1104","050350307001104","05003500307001104",NA,NA,"44180"
"2612","1","32509","311","G05003500307001108","05035","030700","1108","050350307001108","05003500307001108",NA,NA,"44180"
"2613","1","32510","311","G05003500307001109","05035","030700","1109","050350307001109","05003500307001109",NA,NA,"44180"
"2614","1","32510","496","G05003500307001109","05035","030700","1109","050350307001109","05003500307001109",NA,NA,"74540"
"2615","1","32515","311","G05003500307001114","05035","030700","1114","050350307001114","05003500307001114",NA,NA,"44180"
"2616","1","32516","311","G05003500307001115","05035","030700","1115","050350307001115","05003500307001115",NA,NA,"44180"
"2617","1","32519","311","G05003500307001118","05035","030700","1118","050350307001118","05003500307001118",NA,NA,"44180"
"2618","1","32520","311","G05003500307001119","05035","030700","1119","050350307001119","05003500307001119",NA,NA,"44180"
"2619","1","32531","311","G05003500307001130","05035","030700","1130","050350307001130","05003500307001130",NA,NA,"44180"
"2620","1","32531","496","G05003500307001130","05035","030700","1130","050350307001130","05003500307001130",NA,NA,"74540"
"2621","1","32533","496","G05003500307001132","05035","030700","1132","050350307001132","05003500307001132",NA,NA,"74540"
"2622","1","32541","496","G05003500307001140","05035","030700","1140","050350307001140","05003500307001140",NA,NA,"74540"
"2623","1","32542","496","G05003500307001141","05035","030700","1141","050350307001141","05003500307001141",NA,NA,"74540"
"2624","1","32544","311","G05003500307001143","05035","030700","1143","050350307001143","05003500307001143",NA,NA,"44180"
"2625","1","32545","311","G05003500307001144","05035","030700","1144","050350307001144","05003500307001144",NA,NA,"44180"
"2626","1","32545","496","G05003500307001144","05035","030700","1144","050350307001144","05003500307001144",NA,NA,"74540"
"2627","1","32546","311","G05003500307001145","05035","030700","1145","050350307001145","05003500307001145",NA,NA,"44180"
"2628","1","32546","496","G05003500307001145","05035","030700","1145","050350307001145","05003500307001145",NA,NA,"74540"
"2629","1","32547","311","G05003500307001146","05035","030700","1146","050350307001146","05003500307001146",NA,NA,"44180"
"2630","1","32547","496","G05003500307001146","05035","030700","1146","050350307001146","05003500307001146",NA,NA,"74540"
"2631","1","32554","496","G05003500307001153","05035","030700","1153","050350307001153","05003500307001153",NA,NA,"74540"
"2632","1","32555","496","G05003500307001154","05035","030700","1154","050350307001154","05003500307001154",NA,NA,"74540"
"2633","1","32556","496","G05003500307001155","05035","030700","1155","050350307001155","05003500307001155",NA,NA,"74540"
"2634","1","32557","496","G05003500307001156","05035","030700","1156","050350307001156","05003500307001156",NA,NA,"74540"
"2635","1","32559","496","G05003500307001158","05035","030700","1158","050350307001158","05003500307001158",NA,NA,"74540"
"2636","1","32564","496","G05003500307001163","05035","030700","1163","050350307001163","05003500307001163",NA,NA,"74540"
"2637","1","32565","496","G05003500307001164","05035","030700","1164","050350307001164","05003500307001164",NA,NA,"74540"
"2638","1","32566","496","G05003500307001165","05035","030700","1165","050350307001165","05003500307001165",NA,NA,"74540"
"2639","1","32567","496","G05003500307001166","05035","030700","1166","050350307001166","05003500307001166",NA,NA,"74540"
"2640","1","32583","496","G05003500307001182","05035","030700","1182","050350307001182","05003500307001182",NA,NA,"74540"
"2641","1","32586","496","G05003500307001185","05035","030700","1185","050350307001185","05003500307001185",NA,NA,"74540"
"2642","1","32587","496","G05003500307001186","05035","030700","1186","050350307001186","05003500307001186",NA,NA,"74540"
"2643","1","32590","496","G05003500307001189","05035","030700","1189","050350307001189","05003500307001189",NA,NA,"74540"
"2644","1","32591","496","G05003500307001190","05035","030700","1190","050350307001190","05003500307001190",NA,NA,"74540"
"2645","1","32597","471","G05003500307002002","05035","030700","2002","050350307002002","05003500307002002",NA,NA,"70430"
"2646","1","32702","183","G05003500307003004","05035","030700","3004","050350307003004","05003500307003004",NA,NA,"27040"
"2647","1","32754","183","G05003500307003056","05035","030700","3056","050350307003056","05003500307003056",NA,NA,"27040"
"2648","1","32755","183","G05003500307003057","05035","030700","3057","050350307003057","05003500307003057",NA,NA,"27040"
"2649","1","32756","183","G05003500307003058","05035","030700","3058","050350307003058","05003500307003058",NA,NA,"27040"
"2650","1","32759","183","G05003500307003061","05035","030700","3061","050350307003061","05003500307003061",NA,NA,"27040"
"2651","1","32760","183","G05003500307003062","05035","030700","3062","050350307003062","05003500307003062",NA,NA,"27040"
"2652","1","32773","183","G05003500307003075","05035","030700","3075","050350307003075","05003500307003075",NA,NA,"27040"
"2653","1","32774","183","G05003500307003076","05035","030700","3076","050350307003076","05003500307003076",NA,NA,"27040"
"2654","1","32775","183","G05003500307003077","05035","030700","3077","050350307003077","05003500307003077",NA,NA,"27040"
"2655","1","32776","183","G05003500307003078","05035","030700","3078","050350307003078","05003500307003078",NA,NA,"27040"
"2656","1","32784","471","G05003500307003086","05035","030700","3086","050350307003086","05003500307003086",NA,NA,"70430"
"2657","1","32785","471","G05003500307003087","05035","030700","3087","050350307003087","05003500307003087",NA,NA,"70430"
"2658","1","32792","471","G05003500307003094","05035","030700","3094","050350307003094","05003500307003094",NA,NA,"70430"
"2659","1","32801","471","G05003500307003103","05035","030700","3103","050350307003103","05003500307003103",NA,NA,"70430"
"2660","1","32804","471","G05003500307003106","05035","030700","3106","050350307003106","05003500307003106",NA,NA,"70430"
"2661","1","32805","471","G05003500307003107","05035","030700","3107","050350307003107","05003500307003107",NA,NA,"70430"
"2662","1","32806","471","G05003500307003108","05035","030700","3108","050350307003108","05003500307003108",NA,NA,"70430"
"2663","1","32811","496","G05003500308011000","05035","030801","1000","050350308011000","05003500308011000",NA,NA,"74540"
"2664","1","32816","496","G05003500308011005","05035","030801","1005","050350308011005","05003500308011005",NA,NA,"74540"
"2665","1","32819","311","G05003500308011008","05035","030801","1008","050350308011008","05003500308011008",NA,NA,"44180"
"2666","1","32836","311","G05003500308011025","05035","030801","1025","050350308011025","05003500308011025",NA,NA,"44180"
"2667","1","32839","311","G05003500308011028","05035","030801","1028","050350308011028","05003500308011028",NA,NA,"44180"
"2668","1","32841","311","G05003500308011030","05035","030801","1030","050350308011030","05003500308011030",NA,NA,"44180"
"2669","1","32844","311","G05003500308011033","05035","030801","1033","050350308011033","05003500308011033",NA,NA,"44180"
"2670","1","32845","311","G05003500308011034","05035","030801","1034","050350308011034","05003500308011034",NA,NA,"44180"
"2671","1","32877","311","G05003500308011066","05035","030801","1066","050350308011066","05003500308011066",NA,NA,"44180"
"2672","1","32878","311","G05003500308011067","05035","030801","1067","050350308011067","05003500308011067",NA,NA,"44180"
"2673","1","32878","496","G05003500308011067","05035","030801","1067","050350308011067","05003500308011067",NA,NA,"74540"
"2674","1","32883","496","G05003500308011072","05035","030801","1072","050350308011072","05003500308011072",NA,NA,"74540"
"2675","1","32888","311","G05003500308011077","05035","030801","1077","050350308011077","05003500308011077",NA,NA,"44180"
"2676","1","32888","496","G05003500308011077","05035","030801","1077","050350308011077","05003500308011077",NA,NA,"74540"
"2677","1","32897","496","G05003500308011086","05035","030801","1086","050350308011086","05003500308011086",NA,NA,"74540"
"2678","1","32898","496","G05003500308011087","05035","030801","1087","050350308011087","05003500308011087",NA,NA,"74540"
"2679","1","32972","311","G05003500308013002","05035","030801","3002","050350308013002","05003500308013002",NA,NA,"44180"
"2680","1","32972","456","G05003500308013002","05035","030801","3002","050350308013002","05003500308013002",NA,NA,"68060"
"2681","1","32973","311","G05003500308013003","05035","030801","3003","050350308013003","05003500308013003",NA,NA,"44180"
"2682","1","32974","311","G05003500308013004","05035","030801","3004","050350308013004","05003500308013004",NA,NA,"44180"
"2683","1","32980","311","G05003500308013010","05035","030801","3010","050350308013010","05003500308013010",NA,NA,"44180"
"2684","1","32980","456","G05003500308013010","05035","030801","3010","050350308013010","05003500308013010",NA,NA,"68060"
"2685","1","32992","311","G05003500308013022","05035","030801","3022","050350308013022","05003500308013022",NA,NA,"44180"
"2686","1","32992","456","G05003500308013022","05035","030801","3022","050350308013022","05003500308013022",NA,NA,"68060"
"2687","1","33022","471","G05003500308014000","05035","030801","4000","050350308014000","05003500308014000",NA,NA,"70430"
"2688","1","33048","471","G05003500308014026","05035","030801","4026","050350308014026","05003500308014026",NA,NA,"70430"
"2689","1","33052","471","G05003500308014030","05035","030801","4030","050350308014030","05003500308014030",NA,NA,"70430"
"2690","1","33053","471","G05003500308014031","05035","030801","4031","050350308014031","05003500308014031",NA,NA,"70430"
"2691","1","33057","471","G05003500308014035","05035","030801","4035","050350308014035","05003500308014035",NA,NA,"70430"
"2692","1","33084","251","G05003500308014062","05035","030801","4062","050350308014062","05003500308014062",NA,NA,"35140"
"2693","1","33085","251","G05003500308014063","05035","030801","4063","050350308014063","05003500308014063",NA,NA,"35140"
"2694","1","33086","251","G05003500308014064","05035","030801","4064","050350308014064","05003500308014064",NA,NA,"35140"
"2695","1","33103","251","G05003500308014081","05035","030801","4081","050350308014081","05003500308014081",NA,NA,"35140"
"2696","1","33104","251","G05003500308014082","05035","030801","4082","050350308014082","05003500308014082",NA,NA,"35140"
"2697","1","33105","251","G05003500308014083","05035","030801","4083","050350308014083","05003500308014083",NA,NA,"35140"
"2698","1","33106","251","G05003500308014084","05035","030801","4084","050350308014084","05003500308014084",NA,NA,"35140"
"2699","1","33108","251","G05003500308014086","05035","030801","4086","050350308014086","05003500308014086",NA,NA,"35140"
"2700","1","33118","311","G05003500308014096","05035","030801","4096","050350308014096","05003500308014096",NA,NA,"44180"
"2701","1","33120","311","G05003500308014098","05035","030801","4098","050350308014098","05003500308014098",NA,NA,"44180"
"2702","1","33123","311","G05003500308014101","05035","030801","4101","050350308014101","05003500308014101",NA,NA,"44180"
"2703","1","33124","311","G05003500308014102","05035","030801","4102","050350308014102","05003500308014102",NA,NA,"44180"
"2704","1","33125","311","G05003500308014103","05035","030801","4103","050350308014103","05003500308014103",NA,NA,"44180"
"2705","1","33125","456","G05003500308014103","05035","030801","4103","050350308014103","05003500308014103",NA,NA,"68060"
"2706","1","33130","311","G05003500308014108","05035","030801","4108","050350308014108","05003500308014108",NA,NA,"44180"
"2707","1","33135","311","G05003500308021000","05035","030802","1000","050350308021000","05003500308021000",NA,NA,"44180"
"2708","1","33152","311","G05003500308021017","05035","030802","1017","050350308021017","05003500308021017",NA,NA,"44180"
"2709","1","33163","311","G05003500308021028","05035","030802","1028","050350308021028","05003500308021028",NA,NA,"44180"
"2710","1","33165","311","G05003500308021030","05035","030802","1030","050350308021030","05003500308021030",NA,NA,"44180"
"2711","1","33174","311","G05003500308021039","05035","030802","1039","050350308021039","05003500308021039",NA,NA,"44180"
"2712","1","33175","311","G05003500308021040","05035","030802","1040","050350308021040","05003500308021040",NA,NA,"44180"
"2713","1","33177","311","G05003500308021042","05035","030802","1042","050350308021042","05003500308021042",NA,NA,"44180"
